dx,dy,dt,d,targetX,targetY
-1,-20,17,1095.6650948168424,1090,81
0,-18,17,1094.4866376525572,1090,81
1,-10,13,1092.7954977945324,1090,81
4,-17,21,1090.4127658827183,1090,81
3,-7,15,1090.5562800699468,1090,81
1,-4,18,1092.3122264261258,1090,81
1,-1,14,1092.082872313269,1090,81
1,-1,19,1092.082872313269,1090,81
0,0,16,1093.0054894647144,1090,81
0,0,20,1093.0054894647144,1090,81
0,-1,49,1093.0800519632585,1090,81
0,0,56,1093.0054894647144,1090,81
0,0,16,1093.0054894647144,1090,81
0,0,9,1093.0054894647144,1090,81
0,-1,18,1093.0800519632585,1090,81
0,-1,15,1093.0800519632585,1090,81
0,-2,17,1093.1555241593028,1090,81
0,-2,17,1093.1555241593028,1090,81
0,-1,17,1093.0800519632585,1090,81
0,-1,15,1093.0800519632585,1090,81
0,0,143,585.4135290544625,265,522
0,3,8,582.7400792806343,265,522
5,8,18,576.0173608494799,265,522
3,5,14,579.597273975646,265,522
14,18,18,563.0426271606796,265,522
7,8,16,575.1173793235604,265,522
11,11,17,570.6461250197008,265,522
9,10,18,572.4334022399462,265,522
7,9,14,574.2238239571744,265,522
7,10,16,573.330620148619,265,522
4,11,19,573.7961310430735,265,522
2,12,14,573.8196580808294,265,522
0,18,17,569.4216363996015,265,522
-7,13,18,577.1178389202677,265,522
-25,19,16,580.6108851890395,265,522
-67,35,19,589.4005429247584,265,522
-32,14,13,588.4496579997307,265,522
-154,60,21,623.7026535136755,265,522
-115,45,16,609.8598199586525,265,522
-100,45,14,600.6280046751067,265,522
-169,91,18,611.6510443054929,265,522
-119,73,16,590.8104603000864,265,522
-66,41,19,583.8852627015003,265,522
-44,26,16,584.377446518943,265,522
-96,4,109,631.3834017457222,265,522
0,0,5,585.4135290544625,265,522
-2,-23,20,606.8887871760361,265,522
0,-9,14,593.4526097339196,265,522
0,-16,17,599.7241032341454,265,522
3,-24,18,605.6071333793881,265,522
6,-13,15,594.395491234582,265,522
6,-11,19,592.595983786593,265,522
8,-11,13,591.7245981028674,265,522
9,-9,20,589.4887615552989,265,522
9,-7,14,587.6878423108649,265,522
12,-7,20,586.3872440631702,265,522
12,-5,14,584.5836124969635,265,522
13,-3,18,582.347834202206,265,522
8,-3,17,584.5288701167805,265,522
7,-2,16,584.0719133805356,265,522
5,-2,18,584.9581181588986,265,522
2,-1,14,585.4041339109248,265,522
1,-1,17,585.8540773947042,265,522
1,0,17,584.9615371971049,265,522
0,-1,18,586.305381179467,265,522
1,0,331,792.2941373000308,784,121
13,-9,17,781.8829835723502,784,121
30,-18,19,766.7052888822406,784,121
66,-41,16,736.0489114182562,784,121
70,-41,15,732.1475261175168,784,121
91,-58,16,715.7443677738582,784,121
99,-63,20,709.2820313528322,784,121
66,-42,14,736.2696516901942,784,121
40,-28,17,758.7733521941846,784,121
13,-9,18,781.8829835723502,784,121
18,-14,14,777.8052455467242,784,121
5,-5,19,789.1241980829127,784,121
1,-4,18,792.9148756329396,784,121
-2,-1,15,795.4118430096449,784,121
-4,-1,18,797.3882366827341,784,121
-4,-3,17,797.6966842102329,784,121
-3,-3,15,796.7088552288094,784,121
-3,-5,15,797.0225843726137,784,121
-2,-5,16,796.0351751022062,784,121
-1,-6,20,795.2068913182279,784,121
0,-7,16,794.3802615876102,784,121
0,-7,18,794.3802615876102,784,121
2,-7,15,792.4064613567964,784,121
3,-8,15,791.581960380604,784,121
5,-7,18,789.4460082868238,784,121
5,-5,19,789.1241980829127,784,121
4,-3,16,789.7949100874226,784,121
3,-1,17,790.4713783559781,784,121
1,0,16,792.2941373000308,784,121
1,0,17,792.2941373000308,784,121
1,0,15,792.2941373000308,784,121
0,0,19,793.2824213355543,784,121
0,0,15,793.2824213355543,784,121
0,0,16,793.2824213355543,784,121
0,1,282,508.1830378908765,389,328
0,2,20,507.5401461953527,389,328
2,3,14,505.3652144736517,389,328
3,5,18,503.3140172894055,389,328
1,5,18,504.84948251929507,389,328
1,4,15,505.48986142157196,389,328
-3,10,18,504.7652919922288,389,328
-9,6,14,511.9453095790604,389,328
-29,11,17,524.6074723066762,389,328
-81,32,18,555.4421662063477,389,328
-63,25,17,544.1626595054092,389,328
-32,13,15,525.8003423353773,389,328
-66,25,19,546.6571137376701,389,328
-38,17,16,528.2518338822877,389,328
-19,9,15,517.9044313384469,389,328
-20,9,16,518.6925871843553,389,328
-13,7,20,514.4365850131578,389,328
-7,4,14,511.65613452786823,389,328
-5,4,19,510.10979210362154,389,328
-4,3,15,509.97450916687984,389,328
-3,2,18,509.8431131240276,389,328
-1,1,17,508.94891688655747,389,328
-2,1,16,509.7156069809909,389,328
0,1,14,508.1830378908765,389,328
-2,1,20,509.7156069809909,389,328
-1,2,16,508.30699385312414,389,328
-1,1,17,508.94891688655747,389,328
-2,2,15,509.0746507144114,389,328
-1,0,17,509.5919936576712,389,328
0,1,17,508.1830378908765,389,328
0,0,16,508.8270826125512,389,328
0,0,16,508.8270826125512,389,328
0,0,290,666.3249957790867,350,567
0,-1,12,667.1761386620477,350,567
1,0,14,665.800270351402,350,567
2,-1,21,666.1291166132884,350,567
2,0,15,665.27663419062,350,567
3,0,17,664.7540898708334,350,567
4,12,16,654.0191128705644,350,567
1,8,17,659.0007587249047,350,567
1,43,17,629.584783805962,350,567
-5,54,17,623.8541496215281,350,567
-10,30,16,646.5052203965564,350,567
-13,35,17,644.0442531379346,350,567
-8,20,17,653.737714989735,350,567
-9,17,16,656.7960109501275,350,567
-3,7,15,661.9735644268584,350,567
-2,5,19,663.134978718511,350,567
-1,3,14,664.3018892039973,350,567
-1,1,20,666.0007507503276,350,567
0,0,15,666.3249957790867,350,567
0,0,17,666.3249957790867,350,567
0,1,17,665.4742669705569,350,567
0,0,18,666.3249957790867,350,567
0,0,16,666.3249957790867,350,567
0,0,14,666.3249957790867,350,567
0,1,16,665.4742669705569,350,567
0,1,19,665.4742669705569,350,567
-1,1,16,666.0007507503276,350,567
0,1,18,665.4742669705569,350,567
0,1,17,665.4742669705569,350,567
0,0,14,666.3249957790867,350,567
0,0,18,666.3249957790867,350,567
-1,0,216,1281.6005617976298,1229,360
1,0,15,1279.6812103020034,1229,360
12,-7,19,1271.1325658640014,1229,360
13,-7,16,1270.1751847678336,1229,360
16,-11,18,1268.4675794043771,1229,360
19,-14,14,1266.4817408869344,1229,360
30,-27,17,1259.9087268528622,1229,360
34,-30,19,1257.0302303445212,1229,360
43,-36,14,1250.3647467839135,1229,360
82,-54,20,1219.428144664539,1229,360
139,-51,16,1164.9124430617092,1229,360
129,-21,17,1164.1138260496693,1229,360
137,-1,16,1150.123906368353,1229,360
90,2,17,1193.9367654947225,1229,360
97,14,16,1183.6975965169484,1229,360
42,9,17,1237.8085473933359,1229,360
30,7,17,1249.8839946171004,1229,360
17,5,17,1262.9208209543463,1229,360
11,3,15,1269.2411118459722,1229,360
3,2,16,1277.200062637017,1229,360
1,0,18,1279.6812103020034,1229,360
-1,3,18,1280.7611018453051,1229,360
-5,0,14,1285.44000248942,1229,360
-5,1,16,1285.1603012854077,1229,360
-4,0,17,1284.4800504484294,1229,360
-5,-1,17,1285.720420620284,1229,360
-4,-2,18,1285.0420226591814,1229,360
-5,-2,17,1286.0015552090128,1229,360
-5,-1,17,1285.720420620284,1229,360
-4,0,16,1284.4800504484294,1229,360
-4,0,14,1284.4800504484294,1229,360
-7,0,18,1287.3600894854555,1229,360
-2,1,16,1282.2800006238888,1229,360
-7,1,19,1287.080805544081,1229,360
-3,1,16,1283.240039899005,1229,360
-2,0,16,1282.5603299650274,1229,360
-1,0,18,1281.6005617976298,1229,360
-1,1,17,1281.3200224768207,1229,360
-1,0,17,1281.6005617976298,1229,360
0,0,15,1280.6408551971158,1229,360
0,1,222,1280.360105595297,1229,360
0,1,12,1280.360105595297,1229,360
0,2,17,1280.0800756202716,1229,360
0,2,17,1280.0800756202716,1229,360
0,2,17,1280.0800756202716,1229,360
0,0,16,1280.6408551971158,1229,360
-1,0,260,1173.4926501687175,1018,582
-1,0,7,1173.4926501687175,1018,582
-3,0,18,1175.2297647694259,1018,582
-5,0,15,1176.9677140856497,1018,582
-2,0,15,1174.3611028980822,1018,582
-11,0,18,1182.1865335047596,1018,582
-14,-2,17,1185.7824421031034,1018,582
-11,-1,17,1182.6791619031765,1018,582
-18,0,16,1188.2844777240844,1018,582
-19,0,18,1189.1564236886584,1018,582
-18,8,16,1184.3867611553246,1018,582
-20,12,14,1184.2060631494842,1018,582
-19,15,20,1181.887473493141,1018,582
-11,12,15,1176.3252101353605,1018,582
-10,15,16,1173.9987223161702,1018,582
-7,23,18,1167.5213060154406,1018,582
-1,13,15,1167.099824350942,1018,582
0,26,19,1159.939653602721,1018,582
1,8,16,1167.8034937437035,1018,582
2,19,17,1161.5614490848084,1018,582
0,5,14,1170.1508449768346,1018,582
-1,16,20,1165.64016746164,1018,582
-5,11,16,1171.5673262770688,1018,582
-5,9,15,1172.5433893890665,1018,582
-3,4,19,1173.2540219406878,1018,582
-4,4,15,1174.1243545723767,1018,582
-2,1,17,1173.8658356047338,1018,582
-1,1,17,1172.9970161939884,1018,582
-2,1,17,1173.8658356047338,1018,582
-2,2,17,1173.3712115098103,1018,582
-3,2,16,1174.240605668191,1018,582
-2,3,18,1172.8772314270577,1018,582
-3,3,13,1173.7469914764424,1018,582
-3,3,18,1173.7469914764424,1018,582
-3,3,17,1173.7469914764424,1018,582
-3,4,18,1173.2540219406878,1018,582
-1,1,17,1172.9970161939884,1018,582
0,0,12,1172.6244070460073,1018,582
0,1,21,1172.1284059351176,1018,582
-1,0,345,288.0277764383151,131,256
-3,0,7,288.9498226336192,131,256
-6,0,15,290.3532331488665,131,256
-14,-1,16,295.0830391601659,131,256
-46,-10,16,319.50743340335606,131,256
-84,-27,17,355.4068091638088,131,256
-86,-41,17,367.8287645087045,131,256
-104,-53,15,388.2087067544982,131,256
-105,-53,17,388.81486597093993,131,256
-101,-47,16,381.61891986640285,131,256
-68,-24,16,343.5127362995439,131,256
-84,-20,17,349.8585428426752,131,256
-105,-15,20,359.3563690822802,131,256
-37,-1,14,307.0390854598157,131,256
-44,-3,17,312.5795898647255,131,256
-20,-1,17,298.0771712157776,131,256
-12,-2,17,294.97966031575805,131,256
-9,-1,17,292.6585040623286,131,256
-3,0,17,288.9498226336192,131,256
-1,-1,17,288.9169430822637,131,256
1,0,26,287.1167010119753,131,256
1,0,8,287.1167010119753,131,256
2,0,16,286.6653100743095,131,256
9,1,17,282.68179990936807,131,256
3,0,12,286.2167011199731,131,256
9,1,21,282.68179990936807,131,256
6,1,15,283.98943642325855,131,256
5,0,18,285.3278815678552,131,256
4,-1,15,286.66705426330384,131,256
2,-1,19,287.5586896617802,131,256
2,-2,16,288.45276909747287,131,256
1,-4,15,290.68883707497264,131,256
1,-4,19,290.68883707497264,131,256
0,-6,14,292.92490505247247,131,256
0,-3,19,290.2447243275922,131,256
0,-4,14,291.1374245953275,131,256
0,-2,19,289.35272592460575,131,256
0,-2,16,289.35272592460575,131,256
0,0,17,287.5708608325955,131,256
1,0,292,203.3051893090779,203,23
1,0,7,203.3051893090779,203,23
2,0,16,202.3116407921205,203,23
17,2,19,187.18172987767795,203,23
28,5,15,175.9232787325202,203,23
26,2,17,178.24140933015536,203,23
36,3,18,168.19334112859522,203,23
11,0,13,193.3726971420733,203,23
13,0,17,191.38704240360684,203,23
5,0,21,199.3313823761828,203,23
1,-2,13,203.54115063052976,203,23
-8,-10,16,213.56497840235883,203,23
-23,-28,17,231.68297304722245,203,23
-30,-43,19,242.1672975444868,203,23
-23,-41,14,234.88720697390056,203,23
-22,-42,17,234.2007685726074,203,23
-13,-22,19,220.63771209836273,203,23
-6,-11,17,211.74749113035554,203,23
-2,-2,15,206.51876428063383,203,23
-1,-3,19,205.65018842685265,203,23
0,0,54,204.29880077964236,203,23
1,0,11,203.3051893090779,203,23
1,0,15,203.3051893090779,203,23
4,1,19,200.21238722916223,203,23
4,0,15,200.32473636573192,203,23
8,0,17,196.3517252279694,203,23
10,0,19,194.36563482261982,203,23
10,-2,16,194.61243536834948,203,23
8,-4,17,196.86035659827502,203,23
10,-7,17,195.3176899310454,203,23
3,-3,16,201.6829194552677,203,23
3,-5,16,201.9504889818294,203,23
0,-1,15,204.41379601191306,203,23
2,-5,20,202.94087809014724,203,23
0,-4,15,204.78769494283586,203,23
0,-2,18,204.53361581901396,203,23
-1,-2,16,205.526154053444,203,23
-1,-2,16,205.526154053444,203,23
-1,-2,17,205.526154053444,203,23
-1,-2,14,205.526154053444,203,23
-1,-1,21,205.40691322348428,203,23
0,0,14,204.29880077964236,203,23
0,0,149,892.5032212827022,851,269
6,1,17,886.4812462765358,851,269
19,8,19,871.9776373279306,851,269
25,12,16,865.057801536984,851,269
36,19,14,852.4816713572204,851,269
41,24,19,846.2416912442923,851,269
42,26,16,844.7070498107613,851,269
38,27,15,848.2529103987796,851,269
21,15,19,867.9953916928362,851,269
25,18,16,863.2942719606102,851,269
24,15,17,865.1271582836825,851,269
14,7,15,877.0478892284046,851,269
27,11,19,863.44658201883,851,269
21,8,17,870.0695374508867,851,269
28,8,15,863.3944637302234,851,269
43,13,16,847.5848040166836,851,269
29,7,17,862.7444581102797,851,269
38,7,19,854.1738698883266,851,269
32,7,16,859.8866204331824,851,269
29,5,17,863.3539251083532,851,269
17,2,17,875.6968653592406,851,269
17,2,15,875.6968653592406,851,269
13,2,15,879.5072484067429,851,269
7,1,17,885.5280910281729,851,269
6,0,16,886.784077439373,851,269
4,0,17,888.6900472043108,851,269
6,0,20,886.784077439373,851,269
5,0,17,887.7370106061817,851,269
5,0,15,887.7370106061817,851,269
4,0,16,888.6900472043108,851,269
7,0,19,885.8312480376835,851,269
6,0,14,886.784077439373,851,269
4,0,19,888.6900472043108,851,269
3,0,14,889.6431869013554,851,269
2,0,16,890.5964293662984,851,269
2,0,20,890.5964293662984,851,269
1,0,16,891.549774269502,851,269
1,0,14,891.549774269502,851,269
0,1,17,892.2023313128026,851,269
0,0,117,794.8295414741452,595,527
-1,0,115,795.5784059412372,595,527
-3,0,6,797.0777879228601,595,527
-4,1,16,797.1681127591595,595,527
-10,6,15,798.4146792237727,595,527
-14,7,15,800.8002247751932,595,527
-41,21,16,812.7311978754107,595,527
-44,21,19,815.0809775721674,595,527
-62,34,15,821.4000243486727,595,527
-68,40,18,822.6408693956313,595,527
-24,16,16,802.6717884664939,595,527
-33,29,18,801.4911103686678,595,527
-10,10,16,795.8102788981806,595,527
-8,8,16,795.5941176253127,595,527
-2,5,15,793.0277422637874,595,527
0,5,21,791.5232150733167,595,527
2,4,15,790.6819841124496,595,527
5,5,15,787.7715404861996,595,527
7,6,18,785.6112270073538,595,527
7,6,15,785.6112270073538,595,527
8,6,19,784.8630453779818,595,527
5,4,13,788.4345248655718,595,527
7,5,17,786.2747611363346,595,527
8,6,21,784.8630453779818,595,527
2,2,15,792.006313106152,595,527
6,4,17,787.6864858558893,595,527
5,4,17,788.4345248655718,595,527
3,2,16,791.2578593606512,595,527
1,1,17,793.4179226611913,595,527
1,0,17,794.0812301018077,595,527
1,0,15,794.0812301018077,595,527
0,0,18,794.8295414741452,595,527
0,0,239,645.9798758475375,541,353
-1,0,9,646.8175940711569,541,353
-5,-1,19,650.7165281441681,541,353
-7,-7,15,655.6706490304412,541,353
-8,-7,15,656.5066640941278,541,353
-11,-10,18,660.6610326029529,541,353
-5,-4,18,652.3534318143808,541,353
-5,-5,17,652.9012176432205,541,353
-4,-2,15,650.4229393248673,541,353
-5,-3,17,651.8067198180761,541,353
-3,-2,18,649.5852522956475,541,353
-6,-12,17,657.597141113007,541,353
-2,-8,14,652.0506115325711,541,353
-2,-33,20,666.2169316371358,541,353
0,-19,15,656.5554051258736,541,353
0,-21,17,657.6906567680584,541,353
3,-16,15,652.3840893216204,541,353
3,-8,16,647.892738036166,541,353
2,-6,17,647.612538482695,541,353
1,-4,20,647.3399416071899,541,353
1,-2,15,646.2391198310421,541,353
0,-1,18,646.5268749247783,541,353
0,-1,15,646.5268749247783,541,353
0,0,15,645.9798758475375,541,353
0,-1,17,646.5268749247783,541,353
0,0,19,645.9798758475375,541,353
0,-1,17,646.5268749247783,541,353
0,0,22,645.9798758475375,541,353
0,1,221,702.2036741572917,671,208
1,1,7,701.2481729031456,671,208
3,2,13,699.042201873392,671,208
18,7,21,683.2349522675197,671,208
9,1,14,693.6086792997908,671,208
38,3,19,665.3675675895241,671,208
31,0,15,672.9517070340189,671,208
29,-4,16,676.0976260866473,671,208
22,-10,19,684.6349392194354,671,208
15,-15,17,692.867231148941,671,208
6,-17,15,702.0327627682343,671,208
1,-21,18,708.0543764429395,671,208
-2,-14,16,708.6698808330999,671,208
-7,-16,16,714.0448165206438,671,208
-7,-12,17,712.8001122334367,671,208
-7,-9,16,711.8799056020615,671,208
-3,-5,17,706.8557137068357,671,208
-3,-4,17,706.5550226273959,671,208
-2,-6,17,706.2046445613339,671,208
-1,-3,17,704.3472155123494,671,208
-1,-3,16,704.3472155123494,671,208
-2,-3,17,705.3013540324448,671,208
0,-3,17,703.3932044027722,671,208
-2,-3,15,705.3013540324448,671,208
-1,-2,16,704.0482937980888,671,208
-1,-2,16,704.0482937980888,671,208
-1,-2,17,704.0482937980888,671,208
-1,-2,19,704.0482937980888,671,208
0,-2,17,703.0938770889702,671,208
-1,-1,14,703.7506660742852,671,208
-1,-1,19,703.7506660742852,671,208
-1,-1,20,703.7506660742852,671,208
0,1,163,1130.0199113289996,1112,202
-5,10,20,1133.3812244783305,1112,202
-15,29,16,1140.2008594980098,1112,202
-9,19,17,1135.838897027215,1112,202
-12,22,17,1138.3215714375267,1112,202
-6,12,15,1134.0299819669672,1112,202
-4,7,17,1132.9082045779348,1112,202
-2,4,17,1131.4592347937241,1112,202
-2,2,15,1131.81093827547,1112,202
1,-2,43,1129.5738134358462,1112,202
4,-2,7,1126.6232733260929,1112,202
21,-13,18,1111.9829135377936,1112,202
32,-14,18,1101.3882149360415,1112,202
46,-16,15,1088.0624982049515,1112,202
53,-16,16,1081.2053458987334,1112,202
59,-15,17,1075.1269692459584,1112,202
62,-18,16,1072.800074571213,1112,202
60,-19,17,1074.9627900536836,1112,202
57,-20,19,1078.104354874796,1112,202
33,-14,14,1100.4076517363917,1112,202
40,-15,16,1093.7426571182089,1112,202
22,-8,21,1110.045044131093,1112,202
15,-6,14,1116.5451177628247,1112,202
13,-4,16,1118.1399733485964,1112,202
9,-1,19,1121.5248548293523,1112,202
1,0,14,1129.2143286373937,1112,202
2,0,19,1128.2304729087937,1112,202
1,0,16,1129.2143286373937,1112,202
0,0,17,1130.1982127043025,1112,202
1,2,17,1128.8582727694386,1112,202
0,3,16,1129.6658798069454,1112,202
0,5,17,1129.3152792732417,1112,202
-1,10,14,1129.4392413937103,1112,202
-7,12,17,1135.0158589200416,1112,202
-7,11,16,1135.1836855769202,1112,202
-8,12,21,1136.001760562016,1112,202
-5,7,12,1133.893293039517,1112,202
-4,5,20,1133.2541639014612,1112,202
-2,3,15,1131.6346583593133,1112,202
-1,1,18,1131.0039787728424,1112,202
0,0,16,1130.1982127043025,1112,202
-1,0,14,1131.1821250355754,1112,202
0,0,32,1130.1982127043025,1112,202
-1,0,303,195.88772294352702,175,86
-7,0,19,201.2958022413781,175,86
-22,2,16,214.1611542740653,175,86
-34,5,17,224.14727301486406,175,86
-72,12,15,257.84685377176896,175,86
-74,8,18,260.93102536877444,175,86
-97,5,17,283.8045101826255,175,86
-64,1,16,253.66513359151273,175,86
-82,-3,14,271.97426348829407,175,86
-73,-14,20,267.4023186137323,175,86
-68,-20,15,265.11318337645906,175,86
-95,-38,19,297.112773202365,175,86
-28,-10,14,224.5551157288562,175,86
-56,-21,17,254.57808232446092,175,86
-36,-12,18,232.64780248263682,175,86
-31,-8,17,226.43321311150447,175,86
-25,-5,17,219.72937900972642,175,86
-16,-2,15,210.2974084481309,175,86
-16,-1,16,209.88091861815357,175,86
-13,-2,20,207.57649192526594,175,86
-7,-1,13,201.72506041639943,175,86
-6,-2,18,201.25854019146615,175,86
-3,-2,17,198.56485086741813,175,86
-3,-2,17,198.56485086741813,175,86
-1,-2,16,196.7739820199815,175,86
-2,-1,17,197.22575896672322,175,86
-1,-1,17,196.32880583347927,175,86
-1,-1,17,196.32880583347927,175,86
0,0,15,194.9897433200013,175,86
-2,0,16,196.78668654154427,175,86
0,-1,18,195.4328529188478,175,86
-1,0,16,195.88772294352702,175,86
1,0,104,407.5904807524337,404,61
2,0,13,406.6017707782395,404,61
19,0,19,389.8025141016923,404,61
38,5,15,370.25936855129,404,61
78,16,15,329.0911727773931,404,61
92,19,17,314.81423093627774,404,61
163,38,18,242.09502266672067,404,61
112,35,17,293.1552489722809,404,61
63,21,18,343.3380258579,404,61
21,9,14,386.51390660621774,404,61
17,9,17,390.4779123074697,404,61
12,7,17,395.7019080065195,404,61
3,3,18,405.17280264104596,404,61
0,1,14,408.431144747802,404,61
0,0,22,408.57924567946424,404,61
0,0,24,408.57924567946424,404,61
-1,0,8,409.56806516133554,404,61
-1,-2,12,409.8707113224852,404,61
-5,-9,17,414.94698456549844,404,61
-15,-28,20,428.3479893731264,404,61
-17,-25,16,429.69407722238856,404,61
-11,-13,15,421.54596427910445,404,61
-34,-34,15,448.1841139531833,404,61
-53,-35,20,466.97430336154474,404,61
-19,-9,14,428.75284255617476,404,61
-47,-21,20,458.3939353874569,404,61
-34,-9,15,443.55833889128945,404,61
-30,-7,17,439.2948895673611,404,61
-19,-1,17,427.5195901944144,404,61
-20,-1,17,428.5090430784396,404,61
-15,0,16,423.4170520893083,404,61
-8,0,18,416.4912964276685,404,61
-8,0,15,416.4912964276685,404,61
-6,0,17,414.5129672278058,404,61
-6,-1,14,414.6613075752306,404,61
-7,-3,21,415.9531223587581,404,61
-3,-1,14,411.6952756590729,404,61
-8,-2,18,416.78891539963007,404,61
-3,0,14,411.54586621663447,404,61
-7,-1,21,415.6500932274646,404,61
-4,0,13,412.53484701295235,404,61
-2,0,16,410.55693880386434,404,61
-4,0,18,412.53484701295235,404,61
-1,1,18,409.42032191868543,404,61
-1,2,17,409.27496869464176,404,61
-1,2,15,409.27496869464176,404,61
-1,3,16,409.13200803652603,404,61
-1,3,18,409.13200803652603,404,61
0,1,18,408.431144747802,404,61
0,1,15,408.431144747802,404,61
0,1,2,408.431144747802,404,61